rcp,year,gcm,iam,value
rcp45,2082,MIROC-ESM,high,24.62091871795026
rcp45,2083,MIROC-ESM,high,28.446145942329554
rcp45,2084,MIROC-ESM,high,24.091310308007795
rcp45,2085,MIROC-ESM,high,18.623687596551697
rcp45,2086,MIROC-ESM,high,26.30023019787305
rcp45,2087,MIROC-ESM,high,26.0297715751576
rcp45,2088,MIROC-ESM,high,27.938409972119633
rcp45,2089,MIROC-ESM,high,26.633655607146373
rcp45,2090,MIROC-ESM,high,25.142934719758536
rcp45,2091,MIROC-ESM,high,32.50797533080439
rcp45,2092,MIROC-ESM,high,29.383904857266423
rcp45,2093,MIROC-ESM,high,24.67674295920342
rcp45,2094,MIROC-ESM,high,25.33540674123919
rcp45,2095,MIROC-ESM,high,22.70051422873107
rcp45,2096,MIROC-ESM,high,26.258349369405543
rcp45,2097,MIROC-ESM,high,17.642243731973036
rcp45,2098,MIROC-ESM,high,24.88299222441418
rcp45,2099,MIROC-ESM,high,20.53853806993844
rcp45,2080,IPSL-CM5A-LR,high,21.698473573515912
rcp45,2081,IPSL-CM5A-LR,high,18.073307665513877
rcp45,2082,IPSL-CM5A-LR,high,14.6099958657592
rcp45,2083,IPSL-CM5A-LR,high,12.25365639365957
rcp45,2084,IPSL-CM5A-LR,high,19.956950267147004
rcp45,2085,IPSL-CM5A-LR,high,19.736770431255586
rcp45,2086,IPSL-CM5A-LR,high,17.256623338148735
rcp45,2087,IPSL-CM5A-LR,high,16.067306265809645
rcp45,2088,IPSL-CM5A-LR,high,20.116744968739
rcp45,2089,IPSL-CM5A-LR,high,20.404229109438596
rcp45,2090,IPSL-CM5A-LR,high,15.161568166787958
rcp45,2091,IPSL-CM5A-LR,high,23.201811634482755
rcp45,2092,IPSL-CM5A-LR,high,16.82501886873407
rcp45,2093,IPSL-CM5A-LR,high,13.231333629928093
rcp45,2094,IPSL-CM5A-LR,high,17.47955255197291
rcp45,2095,IPSL-CM5A-LR,high,17.151527053272115
rcp45,2096,IPSL-CM5A-LR,high,18.75720851879056
rcp45,2097,IPSL-CM5A-LR,high,22.523757441370506
rcp45,2098,IPSL-CM5A-LR,high,18.026569018966455
rcp45,2099,IPSL-CM5A-LR,high,23.23761386658656
rcp45,2080,GFDL-ESM2M,low,14.392327634280807
rcp45,2081,GFDL-ESM2M,low,13.31701226289946
rcp45,2082,GFDL-ESM2M,low,22.680721820852813
rcp45,2083,GFDL-ESM2M,low,4.985449145813594
rcp45,2084,GFDL-ESM2M,low,13.866001355050987
rcp45,2085,GFDL-ESM2M,low,0.752274088205978
rcp45,2086,GFDL-ESM2M,low,6.167432208737162
rcp45,2087,GFDL-ESM2M,low,7.3560425761468995
rcp45,2088,GFDL-ESM2M,low,8.674604928071327
rcp45,2089,GFDL-ESM2M,low,3.00531563711375
rcp45,2090,GFDL-ESM2M,low,12.20963677097855
rcp45,2091,GFDL-ESM2M,low,8.238006825587572
rcp45,2092,GFDL-ESM2M,low,11.27386137753117
rcp45,2093,GFDL-ESM2M,low,15.6676093682934
rcp45,2094,GFDL-ESM2M,low,12.209588515796149
rcp45,2095,GFDL-ESM2M,low,13.892551045084133
rcp45,2096,GFDL-ESM2M,low,10.843310349880685
rcp45,2097,GFDL-ESM2M,low,14.834937009365731
rcp45,2098,GFDL-ESM2M,low,8.663359913953158
rcp45,2099,GFDL-ESM2M,low,6.38467587244137
rcp45,2080,surrogate_CanESM2_99,high,34.037279349759224
rcp45,2081,surrogate_CanESM2_99,high,33.4099397967314
rcp45,2082,surrogate_CanESM2_99,high,38.73890630056992
rcp45,2083,surrogate_CanESM2_99,high,30.15161640096993
rcp45,2084,surrogate_CanESM2_99,high,35.81084020569527
rcp45,2085,surrogate_CanESM2_99,high,32.912038544018515
rcp45,2086,surrogate_CanESM2_99,high,32.33944527373377
rcp45,2087,surrogate_CanESM2_99,high,34.94352334988673
rcp45,2088,surrogate_CanESM2_99,high,25.85155429022002
rcp45,2089,surrogate_CanESM2_99,high,43.05156534885462
rcp45,2090,surrogate_CanESM2_99,high,33.41971808679741
rcp45,2091,surrogate_CanESM2_99,high,34.37466868877395
rcp45,2092,surrogate_CanESM2_99,high,36.9373963543111
rcp45,2093,surrogate_CanESM2_99,high,32.85990738083781
rcp45,2094,surrogate_CanESM2_99,high,31.49576061519661
rcp45,2095,surrogate_CanESM2_99,high,38.76392505602595
rcp45,2096,surrogate_CanESM2_99,high,34.5124578597271
rcp45,2097,surrogate_CanESM2_99,high,41.976284223086594
rcp45,2098,surrogate_CanESM2_99,high,43.06546595462361
rcp45,2099,surrogate_CanESM2_99,high,44.16494471943746
rcp45,2080,surrogate_MRI-CGCM3_06,high,7.627389249880408
rcp45,2081,surrogate_MRI-CGCM3_06,high,4.943126626765235
rcp45,2082,surrogate_MRI-CGCM3_06,high,0.6933206151205393
rcp45,2083,surrogate_MRI-CGCM3_06,high,5.216352528529494
rcp45,2084,surrogate_MRI-CGCM3_06,high,2.9804731687353763
rcp45,2085,surrogate_MRI-CGCM3_06,high,2.50063647704704
rcp45,2086,surrogate_MRI-CGCM3_06,high,1.2248182932849354
rcp45,2087,surrogate_MRI-CGCM3_06,high,1.8076614312972423
rcp45,2088,surrogate_MRI-CGCM3_06,high,-2.612211020160967
rcp45,2089,surrogate_MRI-CGCM3_06,high,5.303360903099759
rcp45,2090,surrogate_MRI-CGCM3_06,high,4.592673753734286
rcp45,2091,surrogate_MRI-CGCM3_06,high,-0.48989902576751815
rcp45,2092,surrogate_MRI-CGCM3_06,high,7.374095462530547
rcp45,2093,surrogate_MRI-CGCM3_06,high,3.0489021306172526
rcp45,2094,surrogate_MRI-CGCM3_06,high,8.249200860440462
rcp45,2095,surrogate_MRI-CGCM3_06,high,0.7889414501161931
rcp45,2096,surrogate_MRI-CGCM3_06,high,4.908843654597662
rcp45,2097,surrogate_MRI-CGCM3_06,high,2.4411702926485934
rcp45,2098,surrogate_MRI-CGCM3_06,high,4.470032585015195
rcp45,2099,surrogate_MRI-CGCM3_06,high,3.910222501703113
rcp45,2080,CESM1-BGC,high,15.651012698785106
rcp45,2081,CESM1-BGC,high,10.561108984189882
rcp45,2082,CESM1-BGC,high,8.130542534381041
rcp45,2083,CESM1-BGC,high,8.858955291030167
rcp45,2084,CESM1-BGC,high,14.836761366584236
rcp45,2085,CESM1-BGC,high,8.17043050164634
rcp45,2086,CESM1-BGC,high,12.003913253763136
rcp45,2087,CESM1-BGC,high,17.294252651553922
rcp45,2088,CESM1-BGC,high,14.508248257048376
rcp45,2089,CESM1-BGC,high,9.75757925304001
rcp45,2090,CESM1-BGC,high,11.315413759434598
rcp45,2091,CESM1-BGC,high,13.822517209232737
rcp45,2092,CESM1-BGC,high,8.60317714009606
rcp45,2093,CESM1-BGC,high,9.931663715097782
rcp45,2094,CESM1-BGC,high,9.117300306344239
rcp45,2095,CESM1-BGC,high,13.329733729937212
rcp45,2096,CESM1-BGC,high,11.974002823768586
rcp45,2097,CESM1-BGC,high,-0.6268889118889492
rcp45,2098,CESM1-BGC,high,13.804791991103782
rcp45,2099,CESM1-BGC,high,8.781803815774653
rcp45,2080,inmcm4,low,5.939077789285173
rcp45,2081,inmcm4,low,8.255426557279556
rcp45,2082,inmcm4,low,1.8338490907159777
rcp45,2083,inmcm4,low,11.127015798474545
rcp45,2084,inmcm4,low,2.918703811179504
rcp45,2085,inmcm4,low,8.431356780064156
rcp45,2086,inmcm4,low,4.528475681715807
rcp45,2087,inmcm4,low,0.7905442226503532
rcp45,2088,inmcm4,low,18.282786525553227
rcp45,2089,inmcm4,low,8.3825793520603
rcp45,2090,inmcm4,low,8.919307736335062
rcp45,2091,inmcm4,low,4.5250406132073255
rcp45,2092,inmcm4,low,3.791023639769864
rcp45,2093,inmcm4,low,3.978173581617343
rcp45,2094,inmcm4,low,7.965098863210583
rcp45,2095,inmcm4,low,0.21140776366714528
rcp45,2096,inmcm4,low,14.49233611065172
rcp45,2097,inmcm4,low,1.4729583104079838
rcp45,2098,inmcm4,low,2.852787076358163
rcp45,2099,inmcm4,low,7.315209352123121
rcp45,2080,surrogate_MRI-CGCM3_11,low,9.391872683359356
rcp45,2081,surrogate_MRI-CGCM3_11,low,6.271679358065409
rcp45,2082,surrogate_MRI-CGCM3_11,low,1.3821621764275447
rcp45,2083,surrogate_MRI-CGCM3_11,low,6.523635231567739
rcp45,2084,surrogate_MRI-CGCM3_11,low,4.114785326119913
rcp45,2085,surrogate_MRI-CGCM3_11,low,3.52660275217496
rcp45,2086,surrogate_MRI-CGCM3_11,low,2.021961645621413
rcp45,2087,surrogate_MRI-CGCM3_11,low,2.6714567095082176
rcp45,2088,surrogate_MRI-CGCM3_11,low,-2.5538119368565613
rcp45,2089,surrogate_MRI-CGCM3_11,low,6.723336190695781
rcp45,2090,surrogate_MRI-CGCM3_11,low,5.940142516535566
rcp45,2091,surrogate_MRI-CGCM3_11,low,0.08310225765061392
rcp45,2092,surrogate_MRI-CGCM3_11,low,9.23931859405566
rcp45,2093,surrogate_MRI-CGCM3_11,low,3.983216248178225
rcp45,2094,surrogate_MRI-CGCM3_11,low,10.180911461065216
rcp45,2095,surrogate_MRI-CGCM3_11,low,1.5454370884728454
rcp45,2096,surrogate_MRI-CGCM3_11,low,6.315101239132173
rcp45,2097,surrogate_MRI-CGCM3_11,low,3.398169638441807
rcp45,2098,surrogate_MRI-CGCM3_11,low,5.776387387594437
rcp45,2099,surrogate_MRI-CGCM3_11,low,5.153571757916688
rcp45,2080,MIROC5,high,14.011151387093737
rcp45,2081,MIROC5,high,18.356406811090157
rcp45,2082,MIROC5,high,19.136647190256504
rcp45,2083,MIROC5,high,19.385320933046188
rcp45,2084,MIROC5,high,10.113319960090811
rcp45,2085,MIROC5,high,11.713497999887386
rcp45,2086,MIROC5,high,21.108177656074623
rcp45,2087,MIROC5,high,13.874618018347098
rcp45,2088,MIROC5,high,18.172773271082786
rcp45,2089,MIROC5,high,16.13575663119984
rcp45,2090,MIROC5,high,13.40878700419589
rcp45,2091,MIROC5,high,17.214833961034966
rcp45,2092,MIROC5,high,21.087608106266895
rcp45,2093,MIROC5,high,19.598056239588193
rcp45,2094,MIROC5,high,21.636226723147086
rcp45,2095,MIROC5,high,22.23458942829794
rcp45,2096,MIROC5,high,24.635155942531973
rcp45,2097,MIROC5,high,11.202037040919882
rcp45,2098,MIROC5,high,17.217360353326466
rcp45,2099,MIROC5,high,15.554903552475933
rcp45,2080,surrogate_MRI-CGCM3_01,low,7.902823604548895
rcp45,2081,surrogate_MRI-CGCM3_01,low,4.7768338200464004
rcp45,2082,surrogate_MRI-CGCM3_01,low,-0.15156588154133258
rcp45,2083,surrogate_MRI-CGCM3_01,low,5.0194951227708255
rcp45,2084,surrogate_MRI-CGCM3_01,low,2.4563632811655998
rcp45,2085,surrogate_MRI-CGCM3_01,low,1.876637661429201
rcp45,2086,surrogate_MRI-CGCM3_01,low,0.3441412897502749
rcp45,2087,surrogate_MRI-CGCM3_01,low,1.0628052153439451
rcp45,2088,surrogate_MRI-CGCM3_01,low,-4.056745860670802
rcp45,2089,surrogate_MRI-CGCM3_01,low,5.071176812276755
rcp45,2090,surrogate_MRI-CGCM3_01,low,4.30222075185295
rcp45,2091,surrogate_MRI-CGCM3_01,low,-1.5436417621947183
rcp45,2092,surrogate_MRI-CGCM3_01,low,7.516489890165396
rcp45,2093,surrogate_MRI-CGCM3_01,low,2.5769285041547145
rcp45,2094,surrogate_MRI-CGCM3_01,low,8.556911316505223
rcp45,2095,surrogate_MRI-CGCM3_01,low,-0.17346235935949858
rcp45,2096,surrogate_MRI-CGCM3_01,low,4.637044393951801
rcp45,2097,surrogate_MRI-CGCM3_01,low,1.6585055186367725
rcp45,2098,surrogate_MRI-CGCM3_01,low,4.133784714557067
rcp45,2099,surrogate_MRI-CGCM3_01,low,3.4309539758720775
rcp45,2080,NorESM1-M,low,8.350367850343691
rcp45,2081,NorESM1-M,low,6.260647600721077
rcp45,2082,NorESM1-M,low,11.687724284319616
rcp45,2083,NorESM1-M,low,17.0421745834768
rcp45,2084,NorESM1-M,low,16.689514814160415
rcp45,2085,NorESM1-M,low,20.13773986463031
rcp45,2086,NorESM1-M,low,10.001917034198165
rcp45,2087,NorESM1-M,low,11.03436857234793
rcp45,2088,NorESM1-M,low,21.222255631352933
rcp45,2089,NorESM1-M,low,5.714093838662001
rcp45,2090,NorESM1-M,low,15.293850409626966
rcp45,2091,NorESM1-M,low,25.276659948213215
rcp45,2092,NorESM1-M,low,20.48507210614777
rcp45,2093,NorESM1-M,low,6.819836048320522
rcp45,2094,NorESM1-M,low,9.759988898922474
rcp45,2095,NorESM1-M,low,13.234790101944895
rcp45,2096,NorESM1-M,low,22.156927382080248
rcp45,2097,NorESM1-M,low,18.396460558256283
rcp45,2098,NorESM1-M,low,19.602100724351832
rcp45,2099,NorESM1-M,low,19.24666239050043
rcp45,2080,MRI-CGCM3,high,11.247321805520134
rcp45,2081,MRI-CGCM3,high,8.320987449046159
rcp45,2082,MRI-CGCM3,high,5.200122442745568
rcp45,2083,MRI-CGCM3,high,8.789952325970539
rcp45,2084,MRI-CGCM3,high,6.962592389823376
rcp45,2085,MRI-CGCM3,high,6.739765523684457
rcp45,2086,MRI-CGCM3,high,5.729783388572099
rcp45,2087,MRI-CGCM3,high,7.016312860785738
rcp45,2088,MRI-CGCM3,high,1.7138985375704276
rcp45,2089,MRI-CGCM3,high,10.000418788615558
rcp45,2090,MRI-CGCM3,high,9.731087157901984
rcp45,2091,MRI-CGCM3,high,4.336744610777829
rcp45,2092,MRI-CGCM3,high,12.712814183070384
rcp45,2093,MRI-CGCM3,high,7.422492686395649
rcp45,2094,MRI-CGCM3,high,13.462581025395945
rcp45,2095,MRI-CGCM3,high,6.574535109287835
rcp45,2096,MRI-CGCM3,high,10.215029820796047
rcp45,2097,MRI-CGCM3,high,8.57304956178071
rcp45,2098,MRI-CGCM3,high,9.587357929657179
rcp45,2099,MRI-CGCM3,high,10.398788668615783
rcp45,2080,inmcm4,high,5.196480733093096
rcp45,2081,inmcm4,high,7.270802909673502
rcp45,2082,inmcm4,high,1.64610062894485
rcp45,2083,inmcm4,high,9.63117519189587
rcp45,2084,inmcm4,high,2.599017508476019
rcp45,2085,inmcm4,high,7.366939685966148
rcp45,2086,inmcm4,high,3.9880943023023674
rcp45,2087,inmcm4,high,0.7425946434329576
rcp45,2088,inmcm4,high,15.795566545832388
rcp45,2089,inmcm4,high,7.260929665861486
rcp45,2090,inmcm4,high,7.744716666876839
rcp45,2091,inmcm4,high,3.949037764046738
rcp45,2092,inmcm4,high,3.362877588145484
rcp45,2093,inmcm4,high,3.4970168771975283
rcp45,2094,inmcm4,high,6.906150949221125
rcp45,2095,inmcm4,high,0.2413808981579838
rcp45,2096,inmcm4,high,12.452956912604625
rcp45,2097,inmcm4,high,1.364865339788804
rcp45,2098,inmcm4,high,2.525128317043616
rcp45,2099,inmcm4,high,6.285816959044746
rcp45,2080,surrogate_GFDL-CM3_94,low,35.27148891876421
rcp45,2081,surrogate_GFDL-CM3_94,low,32.900503998805945
rcp45,2082,surrogate_GFDL-CM3_94,low,43.48218447857704
rcp45,2083,surrogate_GFDL-CM3_94,low,42.08728670879624
rcp45,2084,surrogate_GFDL-CM3_94,low,34.753367966316006
rcp45,2085,surrogate_GFDL-CM3_94,low,46.74912648340811
rcp45,2086,surrogate_GFDL-CM3_94,low,38.69638881501848
rcp45,2087,surrogate_GFDL-CM3_94,low,38.426967678724644
rcp45,2088,surrogate_GFDL-CM3_94,low,30.081763132897834
rcp45,2089,surrogate_GFDL-CM3_94,low,44.79262011296859
rcp45,2090,surrogate_GFDL-CM3_94,low,32.03957317157157
rcp45,2091,surrogate_GFDL-CM3_94,low,31.373760617755934
rcp45,2092,surrogate_GFDL-CM3_94,low,38.2060289911745
rcp45,2093,surrogate_GFDL-CM3_94,low,39.22029844358129
rcp45,2094,surrogate_GFDL-CM3_94,low,40.57008150936432
rcp45,2095,surrogate_GFDL-CM3_94,low,41.02383588581034
rcp45,2096,surrogate_GFDL-CM3_94,low,28.366834269352214
rcp45,2097,surrogate_GFDL-CM3_94,low,33.96198959057311
rcp45,2098,surrogate_GFDL-CM3_94,low,39.99435826785337
rcp45,2099,surrogate_GFDL-CM3_94,low,36.78585562383782
rcp45,2080,BNU-ESM,low,14.503685418228626
rcp45,2081,BNU-ESM,low,15.595602128974628
rcp45,2082,BNU-ESM,low,19.59809904660484
rcp45,2083,BNU-ESM,low,21.45936564232779
rcp45,2084,BNU-ESM,low,11.64451643833608
rcp45,2085,BNU-ESM,low,10.021984574447043
rcp45,2086,BNU-ESM,low,19.075014815153896
rcp45,2087,BNU-ESM,low,19.73284658444795
rcp45,2088,BNU-ESM,low,14.85271865492572
rcp45,2089,BNU-ESM,low,12.096328932845166
rcp45,2090,BNU-ESM,low,18.53386913591598
rcp45,2091,BNU-ESM,low,16.86461808321436
rcp45,2092,BNU-ESM,low,13.499314115534448
rcp45,2093,BNU-ESM,low,16.325780480483047
rcp45,2094,BNU-ESM,low,17.421810556374016
rcp45,2095,BNU-ESM,low,24.175283665097865
rcp45,2096,BNU-ESM,low,13.295342961918635
rcp45,2097,BNU-ESM,low,13.546385489347617
rcp45,2098,BNU-ESM,low,15.90452596938395
rcp45,2099,BNU-ESM,low,17.003684070727644
rcp45,2080,MRI-CGCM3,low,12.911328609527944
rcp45,2081,MRI-CGCM3,low,9.504625586895134
rcp45,2082,MRI-CGCM3,low,5.90855054909623
rcp45,2083,MRI-CGCM3,low,10.053406092129189
rcp45,2084,MRI-CGCM3,low,7.988602639432031
rcp45,2085,MRI-CGCM3,low,7.725946957541724
rcp45,2086,MRI-CGCM3,low,6.513633177551085
rcp45,2087,MRI-CGCM3,low,7.994656719049846
rcp45,2088,MRI-CGCM3,low,1.8595611641797773
rcp45,2089,MRI-CGCM3,low,11.430804353505156
rcp45,2090,MRI-CGCM3,low,11.201812887814539
rcp45,2091,MRI-CGCM3,low,4.982052992774791
rcp45,2092,MRI-CGCM3,low,14.678094046148814
rcp45,2093,MRI-CGCM3,low,8.554631259136789
rcp45,2094,MRI-CGCM3,low,15.613359646943415
rcp45,2095,MRI-CGCM3,low,7.564033697780458
rcp45,2096,MRI-CGCM3,low,11.784100779905478
rcp45,2097,MRI-CGCM3,low,9.918738330998915
rcp45,2098,MRI-CGCM3,low,11.130174567148313
rcp45,2099,MRI-CGCM3,low,12.082969252104691
rcp45,2080,BNU-ESM,high,12.69155544029466
rcp45,2081,BNU-ESM,high,13.681198794334486
rcp45,2082,BNU-ESM,high,17.12751854340894
rcp45,2083,BNU-ESM,high,18.72527176028988
rcp45,2084,BNU-ESM,high,10.276656358578203
rcp45,2085,BNU-ESM,high,8.846226819207873
rcp45,2086,BNU-ESM,high,16.599611517800795
rcp45,2087,BNU-ESM,high,17.24529115337849
rcp45,2088,BNU-ESM,high,12.943300781106034
rcp45,2089,BNU-ESM,high,10.582768945457985
rcp45,2090,BNU-ESM,high,16.134365403158853
rcp45,2091,BNU-ESM,high,14.694670868767574
rcp45,2092,BNU-ESM,high,11.815507120554447
rcp45,2093,BNU-ESM,high,14.281889812036178
rcp45,2094,BNU-ESM,high,15.05542816901457
rcp45,2095,BNU-ESM,high,20.95708562096673
rcp45,2096,BNU-ESM,high,11.554106462561256
rcp45,2097,BNU-ESM,high,11.810629066430305
rcp45,2098,BNU-ESM,high,13.805645796508518
rcp45,2099,BNU-ESM,high,14.70749468349058
rcp45,2080,MPI-ESM-MR,low,5.858965235941857
rcp45,2081,MPI-ESM-MR,low,11.875763833803935
rcp45,2082,MPI-ESM-MR,low,22.480632485337384
rcp45,2083,MPI-ESM-MR,low,0.4715839269491819
rcp45,2084,MPI-ESM-MR,low,11.500172345670363
rcp45,2085,MPI-ESM-MR,low,15.025188903301245
rcp45,2086,MPI-ESM-MR,low,18.73556879356669
rcp45,2087,MPI-ESM-MR,low,5.264612769941329
rcp45,2088,MPI-ESM-MR,low,0.19238287392271017
rcp45,2089,MPI-ESM-MR,low,8.6266579561904
rcp45,2090,MPI-ESM-MR,low,-1.6873792016036258
rcp45,2091,MPI-ESM-MR,low,7.934120981882767
rcp45,2092,MPI-ESM-MR,low,3.4295112237492336
rcp45,2093,MPI-ESM-MR,low,4.104282430008505
rcp45,2094,MPI-ESM-MR,low,4.981809381934607
rcp45,2095,MPI-ESM-MR,low,8.148564288388945
rcp45,2096,MPI-ESM-MR,low,7.5262853030380565
rcp45,2097,MPI-ESM-MR,low,1.2882856495292698
rcp45,2098,MPI-ESM-MR,low,16.416291247324335
rcp45,2099,MPI-ESM-MR,low,12.756967674967099
rcp85,2080,IPSL-CM5A-MR,high,39.00842706046614
rcp85,2081,IPSL-CM5A-MR,high,35.75024881940656
rcp85,2082,IPSL-CM5A-MR,high,39.512292887216574
rcp85,2083,IPSL-CM5A-MR,high,45.99310787087878
rcp85,2084,IPSL-CM5A-MR,high,43.763885780482475
rcp85,2085,IPSL-CM5A-MR,high,40.504201510746356
rcp85,2086,IPSL-CM5A-MR,high,44.747341963998196
rcp85,2087,IPSL-CM5A-MR,high,43.72539059787695
rcp85,2088,IPSL-CM5A-MR,high,44.39355753760811
rcp85,2089,IPSL-CM5A-MR,high,47.66690892029515
rcp85,2090,IPSL-CM5A-MR,high,50.545649657352875
rcp85,2091,IPSL-CM5A-MR,high,42.9640794814714
rcp85,2092,IPSL-CM5A-MR,high,46.40127277459696
rcp85,2093,IPSL-CM5A-MR,high,48.92831495443934
rcp85,2094,IPSL-CM5A-MR,high,44.42901342203178
rcp85,2095,IPSL-CM5A-MR,high,47.85101800734199
rcp85,2096,IPSL-CM5A-MR,high,47.25480187949857
rcp85,2097,IPSL-CM5A-MR,high,52.01171992962785
rcp85,2098,IPSL-CM5A-MR,high,52.10758040608579
rcp85,2099,IPSL-CM5A-MR,high,58.834422880599554
rcp85,2080,IPSL-CM5A-MR,low,44.30181820938907
rcp85,2081,IPSL-CM5A-MR,low,40.49559730040054
rcp85,2082,IPSL-CM5A-MR,low,44.899497558892385
rcp85,2083,IPSL-CM5A-MR,low,52.301710226574706
rcp85,2084,IPSL-CM5A-MR,low,49.735721444678546
rcp85,2085,IPSL-CM5A-MR,low,45.8924646831974
rcp85,2086,IPSL-CM5A-MR,low,50.857105727374154
rcp85,2087,IPSL-CM5A-MR,low,49.71303372585625
rcp85,2088,IPSL-CM5A-MR,low,50.46895504971138
rcp85,2089,IPSL-CM5A-MR,low,54.32097168341704
rcp85,2090,IPSL-CM5A-MR,low,57.66583802473143
rcp85,2091,IPSL-CM5A-MR,low,48.86972771483904
rcp85,2092,IPSL-CM5A-MR,low,52.831065685964276
rcp85,2093,IPSL-CM5A-MR,low,55.89749184173224
rcp85,2094,IPSL-CM5A-MR,low,50.58337820520574
rcp85,2095,IPSL-CM5A-MR,low,54.69428778403854
rcp85,2096,IPSL-CM5A-MR,low,54.101192676863306
rcp85,2097,IPSL-CM5A-MR,low,59.5940061501514
rcp85,2098,IPSL-CM5A-MR,low,59.75663389793595
rcp85,2099,IPSL-CM5A-MR,low,67.7374028533218
rcp85,2080,IPSL-CM5A-LR,low,48.707613651254235
rcp85,2081,IPSL-CM5A-LR,low,46.52378256469042
rcp85,2082,IPSL-CM5A-LR,low,47.79152403729819
rcp85,2083,IPSL-CM5A-LR,low,39.72196165474796
rcp85,2084,IPSL-CM5A-LR,low,52.72524284926876
rcp85,2085,IPSL-CM5A-LR,low,46.08525970307639
rcp85,2086,IPSL-CM5A-LR,low,46.90874995693352
rcp85,2087,IPSL-CM5A-LR,low,47.20198580405154
rcp85,2088,IPSL-CM5A-LR,low,53.64787026213072
rcp85,2089,IPSL-CM5A-LR,low,56.13221049709538
rcp85,2090,IPSL-CM5A-LR,low,41.08036449706467
rcp85,2091,IPSL-CM5A-LR,low,55.6174950373987
rcp85,2092,IPSL-CM5A-LR,low,49.49115717548686
rcp85,2093,IPSL-CM5A-LR,low,55.226912142881055
rcp85,2094,IPSL-CM5A-LR,low,53.222325709654314
rcp85,2095,IPSL-CM5A-LR,low,61.08271744268505
rcp85,2096,IPSL-CM5A-LR,low,64.19867520825923
rcp85,2097,IPSL-CM5A-LR,low,55.09885300681151
rcp85,2098,IPSL-CM5A-LR,low,58.25830270129788
rcp85,2099,IPSL-CM5A-LR,low,65.13185260495092
rcp85,2080,surrogate_GFDL-CM3_89,high,59.496094828441436
rcp85,2081,surrogate_GFDL-CM3_89,high,46.31177886897835
rcp85,2082,surrogate_GFDL-CM3_89,high,56.3890020068599
rcp85,2083,surrogate_GFDL-CM3_89,high,55.124665637848956
rcp85,2084,surrogate_GFDL-CM3_89,high,49.78349407525532
rcp85,2085,surrogate_GFDL-CM3_89,high,61.98932335668056
rcp85,2086,surrogate_GFDL-CM3_89,high,65.02953216052643
rcp85,2087,surrogate_GFDL-CM3_89,high,58.39224974792971
rcp85,2088,surrogate_GFDL-CM3_89,high,70.78757401740525
rcp85,2089,surrogate_GFDL-CM3_89,high,64.88557994664038
rcp85,2090,surrogate_GFDL-CM3_89,high,66.39924383833159
rcp85,2091,surrogate_GFDL-CM3_89,high,59.30578261552791
rcp85,2092,surrogate_GFDL-CM3_89,high,74.43338536038088
rcp85,2093,surrogate_GFDL-CM3_89,high,69.861097864592125
rcp85,2094,surrogate_GFDL-CM3_89,high,77.59660207233208
rcp85,2095,surrogate_GFDL-CM3_89,high,80.37190549098555
rcp85,2096,surrogate_GFDL-CM3_89,high,74.96652340342314
rcp85,2097,surrogate_GFDL-CM3_89,high,88.68251807581555
rcp85,2098,surrogate_GFDL-CM3_89,high,88.83123354319022
rcp85,2099,surrogate_GFDL-CM3_89,high,85.08469729004689
rcp85,2080,MPI-ESM-MR,high,13.958029436055023
rcp85,2081,MPI-ESM-MR,high,16.599298637424585
rcp85,2082,MPI-ESM-MR,high,18.444428544490837
rcp85,2083,MPI-ESM-MR,high,22.027763046671843
rcp85,2084,MPI-ESM-MR,high,10.751721624529312
rcp85,2085,MPI-ESM-MR,high,15.304335015467627
rcp85,2086,MPI-ESM-MR,high,24.34896379542569
rcp85,2087,MPI-ESM-MR,high,13.393138315528955
rcp85,2088,MPI-ESM-MR,high,23.12919303313534
rcp85,2089,MPI-ESM-MR,high,20.69779028988312
rcp85,2090,MPI-ESM-MR,high,19.43388082357454
rcp85,2091,MPI-ESM-MR,high,32.69701889940641
rcp85,2092,MPI-ESM-MR,high,12.442503828294406
rcp85,2093,MPI-ESM-MR,high,22.682284276960388
rcp85,2094,MPI-ESM-MR,high,15.614977363017928
rcp85,2095,MPI-ESM-MR,high,25.141899568265103
rcp85,2096,MPI-ESM-MR,high,23.46033099110098
rcp85,2097,MPI-ESM-MR,high,29.21333329465649
rcp85,2098,MPI-ESM-MR,high,31.742668763127003
rcp85,2099,MPI-ESM-MR,high,20.972352159721428
rcp85,2080,CanESM2,high,24.43942591792988
rcp85,2081,CanESM2,high,32.48313947805587
rcp85,2082,CanESM2,high,32.36770841189685
rcp85,2083,CanESM2,high,34.21625548635552
rcp85,2084,CanESM2,high,24.448653164945235
rcp85,2085,CanESM2,high,24.990066971769238
rcp85,2086,CanESM2,high,28.182970738919046
rcp85,2087,CanESM2,high,40.86990185395186
rcp85,2088,CanESM2,high,37.237566938125745
rcp85,2089,CanESM2,high,34.90936724215031
rcp85,2090,CanESM2,high,37.45632402444573
rcp85,2091,CanESM2,high,27.032037161787496
rcp85,2092,CanESM2,high,40.20644368605175
rcp85,2093,CanESM2,high,39.473669283561115
rcp85,2094,CanESM2,high,38.55545332834186
rcp85,2095,CanESM2,high,39.60016012620264
rcp85,2096,CanESM2,high,38.15772127288966
rcp85,2097,CanESM2,high,42.719231129351066
rcp85,2098,CanESM2,high,36.71751616753621
rcp85,2099,CanESM2,high,43.525633600472574
